"interaction","ligand","receptor(s)","file","count"
"VEGFC_GRM8","VEGFC","GRM8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_HNF4A","VEGFC","HNF4A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_IGF1R","VEGFC","IGF1R","OmniPathPPIs_new.tsv",1
"VEGFC_INSR","VEGFC","INSR","OmniPathPPIs_new.tsv",1
"VEGFC_INSRR","VEGFC","INSRR","OmniPathPPIs_new.tsv",1
"VEGFC_ITGA9","VEGFC","ITGA9","Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",8
"VEGFC_ITGB1","VEGFC","ITGB1","Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",7
"VEGFC_KDR","VEGFC","KDR","CCIDB_Human_new.xlsx; CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",21
"VEGFC_KIT","VEGFC","KIT","OmniPathPPIs_new.tsv",1
"VEGFC_LMTK2","VEGFC","LMTK2","OmniPathPPIs_new.tsv",1
"VEGFC_LTK","VEGFC","LTK","OmniPathPPIs_new.tsv",1
"VEGFC_LYVE1","VEGFC","LYVE1","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",6
"VEGFC_MERTK","VEGFC","MERTK","OmniPathPPIs_new.tsv",1
"VEGFC_MET","VEGFC","MET","CellCall-2021_new.xlsx; OmniPathPPIs_new.tsv",2
"VEGFC_MST1R","VEGFC","MST1R","OmniPathPPIs_new.tsv",1
"VEGFC_MUSK","VEGFC","MUSK","OmniPathPPIs_new.tsv",1
"VEGFC_NRP1","VEGFC","NRP1","Human-2014-Qiao-LR-pairs.xlsx; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; NicheNet-LR-pairs.csv",3
"VEGFC_NRP2","VEGFC","NRP2","CCIDB_Human_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",13
"VEGFC_NTRK1","VEGFC","NTRK1","OmniPathPPIs_new.tsv",1
"VEGFC_NTRK2","VEGFC","NTRK2","OmniPathPPIs_new.tsv",1
"VEGFC_NTRK3","VEGFC","NTRK3","OmniPathPPIs_new.tsv",1
"VEGFC_PDGFRA","VEGFC","PDGFRA","OmniPathPPIs_new.tsv",1
"VEGFC_PDGFRB","VEGFC","PDGFRB","OmniPathPPIs_new.tsv",1
"VEGFC_PRKCA","VEGFC","PRKCA","OmniPathPPIs_new.tsv",1
"VEGFC_PTK7","VEGFC","PTK7","OmniPathPPIs_new.tsv",1
"VEGFC_RET","VEGFC","RET","OmniPathPPIs_new.tsv",1
"VEGFC_ROR1","VEGFC","ROR1","OmniPathPPIs_new.tsv",1
"VEGFC_ROR2","VEGFC","ROR2","OmniPathPPIs_new.tsv",1
"VEGFC_ROS1","VEGFC","ROS1","OmniPathPPIs_new.tsv",1
"VEGFC_RYK","VEGFC","RYK","OmniPathPPIs_new.tsv",1
"VEGFC_SMO","VEGFC","SMO","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_TEK","VEGFC","TEK","CellCall-2021_new.xlsx; OmniPathPPIs_new.tsv",2
"VEGFC_TIE1","VEGFC","TIE1","OmniPathPPIs_new.tsv",1
"VEGFC_TYRO3","VEGFC","TYRO3","OmniPathPPIs_new.tsv",1
"VEGFC_VIPR2","VEGFC","VIPR2","Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",8
"VEGFD_AATK","VEGFD","AATK","OmniPathPPIs_new.tsv",1
"VEGFD_ALK","VEGFD","ALK","OmniPathPPIs_new.tsv",1
"VEGFD_AXL","VEGFD","AXL","OmniPathPPIs_new.tsv",1
"VEGFD_CSF1R","VEGFD","CSF1R","OmniPathPPIs_new.tsv",1
"VEGFD_DDR1","VEGFD","DDR1","OmniPathPPIs_new.tsv",1
"VEGFD_DDR2","VEGFD","DDR2","OmniPathPPIs_new.tsv",1
"VEGFD_EGFR","VEGFD","EGFR","OmniPathPPIs_new.tsv",1
"VEGFD_EPHA1","VEGFD","EPHA1","OmniPathPPIs_new.tsv",1
"VEGFD_EPHA2","VEGFD","EPHA2","OmniPathPPIs_new.tsv",1
"VEGFD_EPHA3","VEGFD","EPHA3","OmniPathPPIs_new.tsv",1
"VEGFD_EPHA4","VEGFD","EPHA4","OmniPathPPIs_new.tsv",1
"VEGFD_EPHA5","VEGFD","EPHA5","OmniPathPPIs_new.tsv",1
"VEGFD_EPHA6","VEGFD","EPHA6","OmniPathPPIs_new.tsv",1
"VEGFD_EPHA7","VEGFD","EPHA7","OmniPathPPIs_new.tsv",1
"VEGFD_EPHA8","VEGFD","EPHA8","OmniPathPPIs_new.tsv",1
"VEGFD_EPHB1","VEGFD","EPHB1","OmniPathPPIs_new.tsv",1
"VEGFD_EPHB2","VEGFD","EPHB2","OmniPathPPIs_new.tsv",1
"VEGFD_EPHB3","VEGFD","EPHB3","OmniPathPPIs_new.tsv",1
"VEGFD_EPHB4","VEGFD","EPHB4","OmniPathPPIs_new.tsv",1
"VEGFD_ERBB2","VEGFD","ERBB2","OmniPathPPIs_new.tsv",1
"VEGFD_ERBB3","VEGFD","ERBB3","OmniPathPPIs_new.tsv",1
"VEGFD_ERBB4","VEGFD","ERBB4","OmniPathPPIs_new.tsv",1
"VEGFD_FGFR1","VEGFD","FGFR1","OmniPathPPIs_new.tsv",1
"VEGFD_FGFR2","VEGFD","FGFR2","OmniPathPPIs_new.tsv",1
"VEGFD_FGFR3","VEGFD","FGFR3","OmniPathPPIs_new.tsv",1
"VEGFD_FGFR4","VEGFD","FGFR4","OmniPathPPIs_new.tsv",1
"VEGFD_FLT1","VEGFD","FLT1","CellCall-2021_new.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",5
"VEGFD_FLT3","VEGFD","FLT3","OmniPathPPIs_new.tsv",1
"VEGFD_FLT4","VEGFD","FLT4","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",10
"VEGFD_IGF1R","VEGFD","IGF1R","OmniPathPPIs_new.tsv",1
"VEGFD_INSR","VEGFD","INSR","OmniPathPPIs_new.tsv",1
"VEGFD_INSRR","VEGFD","INSRR","OmniPathPPIs_new.tsv",1
"VEGFD_ITGA1","VEGFD","ITGA1","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",4
"VEGFD_ITGA2","VEGFD","ITGA2","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",4
"VEGFD_ITGA4","VEGFD","ITGA4","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",4
"VEGFD_ITGA5","VEGFD","ITGA5","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",4
"VEGFD_ITGA9","VEGFD","ITGA9","Cellinker_Homos_2021.txt; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",7
"VEGFD_ITGB1","VEGFD","ITGB1","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",4
"VEGFD_KDR","VEGFD","KDR","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",10
"VEGFD_KIT","VEGFD","KIT","CellCall-2021_new.xlsx; OmniPathPPIs_new.tsv",2
"VEGFD_LMTK2","VEGFD","LMTK2","OmniPathPPIs_new.tsv",1
"VEGFD_LTK","VEGFD","LTK","OmniPathPPIs_new.tsv",1
"VEGFD_MERTK","VEGFD","MERTK","OmniPathPPIs_new.tsv",1
"VEGFD_MET","VEGFD","MET","OmniPathPPIs_new.tsv",1
"VEGFD_MST1R","VEGFD","MST1R","OmniPathPPIs_new.tsv",1
"VEGFD_MUSK","VEGFD","MUSK","OmniPathPPIs_new.tsv",1
"VEGFD_NRP1","VEGFD","NRP1","NicheNet-LR-pairs.csv",1
"VEGFD_NRP2","VEGFD","NRP2","Cellinker_Homos_2021.txt; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",7
"VEGFD_NTRK1","VEGFD","NTRK1","OmniPathPPIs_new.tsv",1
"VEGFD_NTRK2","VEGFD","NTRK2","OmniPathPPIs_new.tsv",1
"VEGFD_NTRK3","VEGFD","NTRK3","OmniPathPPIs_new.tsv",1
"VEGFD_PDGFRA","VEGFD","PDGFRA","OmniPathPPIs_new.tsv",1
"VEGFD_PDGFRB","VEGFD","PDGFRB","OmniPathPPIs_new.tsv",1
"VEGFD_PRKCA","VEGFD","PRKCA","OmniPathPPIs_new.tsv",1
"VEGFD_PTK7","VEGFD","PTK7","OmniPathPPIs_new.tsv",1
"VEGFD_RET","VEGFD","RET","OmniPathPPIs_new.tsv",1
"VEGFD_ROR1","VEGFD","ROR1","OmniPathPPIs_new.tsv",1
"VEGFD_ROR2","VEGFD","ROR2","OmniPathPPIs_new.tsv",1
"VEGFD_ROS1","VEGFD","ROS1","OmniPathPPIs_new.tsv",1
"VEGFD_RYK","VEGFD","RYK","OmniPathPPIs_new.tsv",1
"VEGFD_TEK","VEGFD","TEK","OmniPathPPIs_new.tsv",1
"VEGFD_TIE1","VEGFD","TIE1","OmniPathPPIs_new.tsv",1
"VEGFD_TYRO3","VEGFD","TYRO3","OmniPathPPIs_new.tsv",1
"VEGF_FLT1","VEGF","FLT1","Human-2015-Choi-LR-pairs.txt; Human-2017-Pavlicev-LR-pairs.xlsx",2
"VEGF_KDR","VEGF","KDR","Human-2015-Choi-LR-pairs.txt; Human-2017-Pavlicev-LR-pairs.xlsx",2
"VEGF_NRP1","VEGF","NRP1","Human-2015-Choi-LR-pairs.txt; Human-2017-Pavlicev-LR-pairs.xlsx",2
"VEGF_NRP2","VEGF","NRP2","Human-2015-Choi-LR-pairs.txt; Human-2017-Pavlicev-LR-pairs.xlsx",2
"VGF_AR","VGF","AR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VGF_ESR1","VGF","ESR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VGF_HNF4A","VGF","HNF4A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VGF_NR3C1","VGF","NR3C1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VGF_NTRK1","VGF","NTRK1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2022-Dimitrov-LR-pairs.csv; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",4
"VGF_OR5I1","VGF","OR5I1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIM_CD44","VIM","CD44","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx",6
"VIP_ADCY1","VIP","ADCY1","OmniPathPPIs_new.tsv",1
"VIP_ADCYAP1R1","VIP","ADCYAP1R1","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",13
"VIP_ADORA1","VIP","ADORA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_ADORA2A","VIP","ADORA2A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; NicheNet-LR-pairs.csv",2
"VIP_ADORA2B","VIP","ADORA2B","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; NicheNet-LR-pairs.csv",2
"VIP_ADRB1","VIP","ADRB1","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2022-Dimitrov-LR-pairs.csv; NicheNet-LR-pairs.csv",4
"VIP_ADRB2","VIP","ADRB2","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"VIP_ADRB3","VIP","ADRB3","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"VIP_AGTR1","VIP","AGTR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_AGTR2","VIP","AGTR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_AR","VIP","AR","OmniPathPPIs_new.tsv",1
"VIP_AVPR1A","VIP","AVPR1A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"VIP_AVPR2","VIP","AVPR2","NicheNet-LR-pairs.csv",1
"VIP_CALCR","VIP","CALCR","NicheNet-LR-pairs.csv",1
"VIP_CALCRL","VIP","CALCRL","NicheNet-LR-pairs.csv",1
"VIP_CRHR1","VIP","CRHR1","NicheNet-LR-pairs.csv",1
"VIP_CRHR2","VIP","CRHR2","NicheNet-LR-pairs.csv",1
"VIP_CXCR1","VIP","CXCR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_CXCR2","VIP","CXCR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_DPP4","VIP","DPP4","Cellinker_Homos_2021.txt; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"VIP_DRD1","VIP","DRD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; NicheNet-LR-pairs.csv",2
"VIP_DRD2","VIP","DRD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_DRD3","VIP","DRD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_DRD4","VIP","DRD4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_DRD5","VIP","DRD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; NicheNet-LR-pairs.csv",2
"VIP_F3","VIP","F3","OmniPathPPIs_new.tsv",1
"VIP_FAP","VIP","FAP","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_FSHR","VIP","FSHR","NicheNet-LR-pairs.csv",1
"VIP_FZD1","VIP","FZD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_FZD10","VIP","FZD10","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_FZD2","VIP","FZD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_FZD3","VIP","FZD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_FZD5","VIP","FZD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_FZD6","VIP","FZD6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_FZD7","VIP","FZD7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_FZD8","VIP","FZD8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_FZD9","VIP","FZD9","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_GCGR","VIP","GCGR","NicheNet-LR-pairs.csv",1
"VIP_GHRHR","VIP","GHRHR","NicheNet-LR-pairs.csv",1
"VIP_GIPR","VIP","GIPR","NicheNet-LR-pairs.csv",1
"VIP_GLP1R","VIP","GLP1R","NicheNet-LR-pairs.csv",1
"VIP_GLP2R","VIP","GLP2R","NicheNet-LR-pairs.csv",1
"VIP_GPBAR1","VIP","GPBAR1","NicheNet-LR-pairs.csv",1
"VIP_GPR15","VIP","GPR15","NicheNet-LR-pairs.csv",1
"VIP_GPR150","VIP","GPR150","NicheNet-LR-pairs.csv",1
"VIP_GPR176","VIP","GPR176","NicheNet-LR-pairs.csv",1
"VIP_GPR20","VIP","GPR20","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"VIP_GPR25","VIP","GPR25","NicheNet-LR-pairs.csv",1
"VIP_GPR27","VIP","GPR27","NicheNet-LR-pairs.csv",1
"VIP_GPR45","VIP","GPR45","NicheNet-LR-pairs.csv",1
"VIP_GPR83","VIP","GPR83","NicheNet-LR-pairs.csv",1
"VIP_GPR84","VIP","GPR84","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"VIP_GRM1","VIP","GRM1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_GRM2","VIP","GRM2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_GRM3","VIP","GRM3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_GRM4","VIP","GRM4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_GRM5","VIP","GRM5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_GRM6","VIP","GRM6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_GRM7","VIP","GRM7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_GRM8","VIP","GRM8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_HRH2","VIP","HRH2","NicheNet-LR-pairs.csv",1
"VIP_HTR4","VIP","HTR4","CellCall-2021_new.xlsx; NicheNet-LR-pairs.csv",2
"VIP_HTR6","VIP","HTR6","NicheNet-LR-pairs.csv",1
"VIP_HTR7","VIP","HTR7","NicheNet-LR-pairs.csv",1
"VIP_IL6ST","VIP","IL6ST","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_LHCGR","VIP","LHCGR","CellCall-2021_new.xlsx; NicheNet-LR-pairs.csv",2
"VIP_MC1R","VIP","MC1R","NicheNet-LR-pairs.csv",1
"VIP_MC2R","VIP","MC2R","NicheNet-LR-pairs.csv",1
"VIP_MC3R","VIP","MC3R","NicheNet-LR-pairs.csv",1
"VIP_MC4R","VIP","MC4R","NicheNet-LR-pairs.csv",1
"VIP_MC5R","VIP","MC5R","NicheNet-LR-pairs.csv",1
"VIP_NPR3","VIP","NPR3","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",6
"VIP_NPSR1","VIP","NPSR1","NicheNet-LR-pairs.csv",1
"VIP_PTGDR","VIP","PTGDR","NicheNet-LR-pairs.csv",1
"VIP_PTGER2","VIP","PTGER2","NicheNet-LR-pairs.csv",1
"VIP_PTGER4","VIP","PTGER4","NicheNet-LR-pairs.csv",1
"VIP_PTGIR","VIP","PTGIR","NicheNet-LR-pairs.csv",1
"VIP_PTH1R","VIP","PTH1R","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"VIP_PTH2R","VIP","PTH2R","NicheNet-LR-pairs.csv",1
"VIP_RAMP1","VIP","RAMP1","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",4
"VIP_RAMP2","VIP","RAMP2","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"VIP_RAMP3","VIP","RAMP3","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"VIP_RXFP1","VIP","RXFP1","NicheNet-LR-pairs.csv",1
"VIP_RXFP2","VIP","RXFP2","NicheNet-LR-pairs.csv",1
"VIP_SCTR","VIP","SCTR","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",12
"VIP_SMO","VIP","SMO","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VIP_TAAR1","VIP","TAAR1","NicheNet-LR-pairs.csv",1
"VIP_TLR2","VIP","TLR2","OmniPathPPIs_new.tsv",1
"VIP_TLR3","VIP","TLR3","OmniPathPPIs_new.tsv",1
"VIP_TLR4","VIP","TLR4","OmniPathPPIs_new.tsv",1
"VIP_TSHR","VIP","TSHR","CellCall-2021_new.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",6
"VIP_VEGFA","VIP","VEGFA","OmniPathPPIs_new.tsv",1
"VIP_VIPR1","VIP","VIPR1","CCIDB_Human_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; Human-2023-Zhao-LR-pairs_new.tsv; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",17
"VIP_VIPR2","VIP","VIPR2","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; Human-2023-Zhao-LR-pairs_new.tsv; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",17
"VNN1_PPARA","VNN1","PPARA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VNN1_PPARG","VNN1","PPARG","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VNN1_VNN3","VNN1","VNN3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VPS37B_HTR3C","VPS37B","HTR3C","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VSIG4_KIR2DL5A","VSIG4","KIR2DL5A","Cellinker_Homos_2021.txt",1
"VSIR_IGSF11","VSIR","IGSF11","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt",2
"VSTM1_ADGRG3","VSTM1","ADGRG3","Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",2
